word,ipa,count,ipa_edited,pos,syns
आखिरी,aːkʰiriː,3558,akiri,ADJ,True
व,və,3557,va,X,True
हार,ɦaːr,3557,har,NOUN,True
अच्छी,at͡ʃt͡ʃʰiː,3553,at͡ʃt͡ʃi,ADJ,False
पसंद,pəsəndə,3552,pasanda,X,True
राजनीतिक,raːd͡ʒniːtik,3544,raʒnitik,ADJ,True
भाई,b̤aːiː,3521,bai,NOUN,True
ओवर,ovər,3517,ovar,NOUN,True
फरवरी,pʰərvəriː,3509,parvari,NOUN,True
शरीर,ʃəriːr,3501,ʃarir,NOUN,True
अगस्त,aɡstə,3494,agsta,NOUN,True
जाएंगे,d͡ʒaːeŋɡe,3479,ʒaenge,VERB,False
बनने,bənne,3474,banne,PART,False
इमरान,imraːn,3470,imran,PROPN,False
बस,bəs,3466,bas,PART,True
सांसद,saːnsəd,3454,sansad,PROPN,True
आर्थिक,aːrtʰik,3453,artik,ADJ,True
पेश,peʃ,3453,peʃ,NOUN,True
रहेगा,rəɦeɡaː,3453,rahega,VERB,False
विदेश,videʃ,3449,videʃ,NOUN,True
वेबसाइट,vebsaːiʈ,3448,vebsait,X,True
हमने,ɦəmne,3442,hamne,PRON,False
कार्यक्रम,kaːrjəkrəm,3438,karjakram,NOUN,True
उम्मीदवारों,ummiːdvaːron,3435,ummidvaron,NOUN,False
ऐलान,æːlaːn,3432,aelan,NOUN,True
खराब,kʰəraːb,3432,karab,ADJ,True
मुख्य,mukʰjə,3430,mukja,X,True
रूसी,ruːsiː,3430,rusi,ADJ,True
वर्ल्ड,vərlɖə,3412,varlda,NOUN,True
सामना,saːmnaː,3403,samna,NOUN,True
पक्ष,pəkʂə,3401,paksa,NOUN,True
मई,məi,3396,mai,NOUN,True
ऊपर,uːpər,3394,upar,X,True
आधिकारिक,aːd̤ikaːrik,3392,adikarik,ADJ,True
उससे,usse,3392,usse,ADP,False
नगर,nəɡər,3392,nagar,NOUN,True
मौका,mɔːkaː,3389,moka,NOUN,True
लखनऊ,ləkʰnəu,3382,laknau,PROPN,True
अप्रैल,apræːl,3375,aprael,NOUN,True
नीतीश,niːtiːʃ,3369,nitiʃ,PROPN,False
जून,d͡ʒuːn,3368,ʒun,NOUN,True
दल,dəl,3356,dal,NOUN,True
अखिलेश,akʰileʃ,3338,akileʃ,PROPN,True
नुकसान,nuksaːn,3337,nuksan,NOUN,True
जुलाई,d͡ʒulaːiː,3305,ʒulai,NOUN,True
युवक,juvək,3296,juvak,NOUN,True
राशि,raːʃi,3291,raʃi,NOUN,True
दिखाई,dikʰaːiː,3288,dikai,VERB,True
मध्य,məd̤jə,3288,madja,X,True
रोहित,roɦit,3283,rohit,PROPN,True
गंभीर,ɡəmb̤iːr,3281,gambir,NOUN,True
राजनीति,raːd͡ʒniːti,3279,raʒniti,NOUN,True
उसी,usiː,3249,usi,ADV,False
सूचना,suːt͡ʃnaː,3247,sut͡ʃna,X,True
दिख,dikʰ,3243,dik,VERB,False
संबंध,səmbənd̤ə,3242,sambanda,NOUN,True
पड़ा,pəɽaː,3233,pada,PART,False
छात्रों,t͡ʃʰaːtron,3213,t͡ʃatron,PART,False
विश्व,viʃvə,3211,viʃva,NOUN,True
असर,asər,3205,asar,NOUN,True
अक्टूबर,akʈuːbər,3203,aktubar,X,True
कपूर,kəpuːr,3203,kapur,PROPN,True
प्लान,plaːn,3190,plan,NOUN,True
समर्थन,səmrtʰən,3189,samrtan,NOUN,True
भर,b̤ər,3182,bar,X,True
गुरुवार,ɡuruvaːr,3181,guruvar,ADV,True
आईपीएल,aːiːpiːel,3180,aipiel,PROPN,False
विराट,viraːʈ,3178,virat,PROPN,True
घोषणा,ɡ̤oʂɳaː,3176,g̤osna,NOUN,True
मिलेगा,mileɡaː,3174,milega,VERB,False
सीटों,siːʈon,3173,siton,NOUN,False
देना,denaː,3169,dena,VERB,True
मुलाकात,mulaːkaːt,3169,mulakat,NOUN,True
आयोग,aːjoɡ,3166,ajog,NOUN,True
कह,kəɦ,3166,kah,X,False
आवेदन,aːvedən,3155,avedan,PART,True
जुड़े,d͡ʒuɽe,3154,ʒude,X,False
पड़,pəɽ,3147,pad,NOUN,False
लगाने,ləɡaːne,3146,lagane,VERB,False
कहीं,kəɦiːn,3142,kahin,ADV,True
मेरी,meriː,3138,meri,ADJ,True
पूजा,puːd͡ʒaː,3133,puʒa,NOUN,True
दिसंबर,disəmbər,3119,disambar,X,True
शानदार,ʃaːndaːr,3114,ʃandar,ADJ,True
पूछताछ,puːt͡ʃʰtaːt͡ʃʰ,3110,put͡ʃtat͡ʃ,NOUN,True
देर,der,3108,der,ADV,True
उनसे,unse,3101,unse,ADP,False
आग,aːɡ,3098,ag,NOUN,True
ट्विटर,ʈviʈər,3071,tvitar,X,False
जैसी,d͡ʒæːsiː,3067,ʒaesi,ADP,False
आते,aːte,3047,ate,VERB,False
फैसले,pʰæːsle,3046,paesle,NOUN,False
श्रीलंका,ʃriːləŋkaː,3032,ʃrilanka,PROPN,True
मजबूत,məd͡ʒbuːt,3030,maʒbut,ADJ,True
तेल,tel,3026,tel,NOUN,True
फोटो,pʰoʈo,3017,poto,X,True
होकर,ɦokər,3016,hokar,VERB,False
मुस्लिम,muslim,3015,muslim,NOUN,True
आदमी,aːdmiː,3012,admi,NOUN,True
हमारी,ɦəmaːriː,3007,hamari,PRON,False
संभावना,səmb̤aːvnaː,3004,sambavna,NOUN,True
कानून,kaːnuːn,3002,kanun,NOUN,True
टीवी,ʈiːviː,2996,tivi,X,True
तरीके,təriːke,2994,tarike,NOUN,False
तैयारी,tæːjaːriː,2989,taejari,NOUN,True
सीमा,siːmaː,2988,sima,NOUN,True
कार्ड,kaːrɖə,2986,karda,NOUN,True
भगवान,b̤əɡvaːn,2986,bagvan,NOUN,True
मिनट,minəʈ,2970,minat,NOUN,True
कदम,kədəm,2965,kadam,NOUN,True
ताकि,taːki,2954,taki,ADV,False
रिकॉर्ड,rikɔrɖə,2950,rikorda,NOUN,True
साबित,saːbit,2941,sabit,NOUN,True
आरोपियों,aːropijon,2932,aropijon,NOUN,False
शाह,ʃaːɦ,2930,ʃah,PROPN,True
मैदान,mæːdaːn,2922,maedan,NOUN,True
प्यार,pjaːr,2912,pjar,NOUN,True
मिलता,miltaː,2898,milta,PART,False
इंग्लैंड,iŋɡlæːnɖə,2887,inglaenda,PROPN,True
आयोजित,aːjod͡ʒit,2878,ajoʒit,X,True
कश्मीर,kəʃmiːr,2872,kaʃmir,PROPN,True
नवंबर,nəvəmbər,2868,navambar,X,True
तस्वीर,təsviːr,2861,tasvir,X,True
कराया,kəraːjaː,2855,karaja,VERB,False
सुनवाई,sunvaːiː,2853,sunvai,NOUN,True
मुश्किल,muʃkil,2852,muʃkil,NOUN,True
पैसे,pæːse,2848,paese,NOUN,False
वनडे,vənɖe,2840,vande,NOUN,True
अमेरिकी,amerikiː,2838,ameriki,ADJ,True
बाकी,baːkiː,2837,baki,NOUN,True
अहम,aɦəm,2835,aham,NOUN,True
पहचान,pəɦt͡ʃaːn,2819,paht͡ʃan,NOUN,True
सितंबर,sitəmbər,2817,sitambar,NOUN,True
प्रयास,prəjaːs,2804,prajas,NOUN,True
नीचे,niːt͡ʃe,2801,nit͡ʃe,X,True
बॉलीवुड,bɔliːvuɖ,2796,bolivud,PROPN,True
हाई,ɦaːiː,2794,hai,ADJ,True
अदालत,adaːlət,2793,adalat,NOUN,True
शिक्षा,ʃikʂaː,2793,ʃiksa,NOUN,True
शराब,ʃəraːb,2783,ʃarab,NOUN,True
किस,kis,2781,kis,X,False
कोविड,koviɖ,2767,kovid,NOUN,False
आपकी,aːpkiː,2756,apki,PRON,False
रहती,rəɦtiː,2756,rahti,VERB,False
गेंद,ɡendə,2753,genda,NOUN,True
लाल,laːl,2751,lal,ADJ,True
नेतृत्व,netr̩tvə,2744,netrtva,NOUN,True
डॉक्टर,ɖɔkʈər,2740,doktar,NOUN,True
संगठन,səŋɡʈʰən,2738,sangtan,NOUN,True
दिल,dil,2736,dil,NOUN,True
कंपनियों,kəmpnijon,2732,kampnijon,NOUN,False
टिकट,ʈikəʈ,2732,tikat,NOUN,True
कमी,kəmiː,2727,kami,NOUN,True
शव,ʃəv,2720,ʃav,NOUN,True
रुपए,rupəe,2719,rupae,NOUN,False
बजट,bəd͡ʒəʈ,2716,baʒat,NOUN,True
लिस्ट,lisʈə,2714,lista,NOUN,True
घायल,ɡ̤aːjəl,2713,g̤ajal,ADV,True
पाया,paːjaː,2713,paja,VERB,True
सदस्य,sədsjə,2711,sadsja,NOUN,True
आती,aːtiː,2708,ati,VERB,False
इलाज,ilaːd͡ʒ,2704,ilaʒ,NOUN,True
विशेष,viʃeʂ,2704,viʃes,X,True
जरूर,d͡ʒəruːr,2698,ʒarur,ADV,True
संक्रमण,səŋkrəməɳ,2694,sankraman,NOUN,True
बावजूद,baːvd͡ʒuːd,2693,bavʒud,ADV,True
छह,t͡ʃʰəɦ,2686,t͡ʃah,NUM,True
नौकरी,nɔːkriː,2681,nokri,NOUN,True
छात्र,t͡ʃʰaːtrə,2679,t͡ʃatra,NOUN,True
समाज,səmaːd͡ʒ,2672,samaʒ,NOUN,True
सत्ता,səttaː,2670,satta,NOUN,True
अंक,ŋkə,2660,nka,NOUN,True
सीजन,siːd͡ʒən,2659,siʒan,NOUN,True
रंग,rəŋɡə,2648,ranga,NOUN,True
रेलवे,relve,2644,relve,PROPN,True
मगर,məɡər,2639,magar,ADV,True
मोहम्मद,moɦmməd,2630,mohmmad,PROPN,False
आइए,aːie,2624,aie,ADV,False
जमीन,d͡ʒəmiːn,2622,ʒamin,NOUN,True
देकर,dekər,2620,dekar,X,False
बीते,biːte,2620,bite,PART,False
कहानी,kəɦaːniː,2618,kahani,NOUN,True
कार्य,kaːrjə,2617,karja,NOUN,True
लंबे,ləmbe,2611,lambe,ADJ,False
समस्या,səmsjaː,2605,samsja,NOUN,True
जाकर,d͡ʒaːkər,2602,ʒakar,ADV,False
हिंदू,ɦinduː,2599,hindu,NOUN,True
अफ्रीका,apʰriːkaː,2595,aprika,PROPN,True
सके,səke,2593,sake,VERB,False
सहित,səɦit,2593,sahit,X,True
अरब,arəb,2590,arab,NOUN,True
प्रक्रिया,prəkrijaː,2590,prakrija,NOUN,True
खरीद,kʰəriːd,2588,karid,NOUN,True
रिलीज,riliːd͡ʒ,2587,riliʒ,NOUN,True
देखकर,dekʰkər,2586,dekkar,X,False
अंतिम,ntim,2580,ntim,ADJ,True
रक्षा,rəkʂaː,2579,raksa,NOUN,True
पहुंची,pəɦuɲt͡ʃiː,2576,pahunt͡ʃi,X,False
मोबाइल,mobaːil,2574,mobail,NOUN,True
पाए,paːe,2571,pae,VERB,False
बताते,bətaːte,2569,batate,VERB,False
प्राप्त,praːptə,2563,prapta,NOUN,True
दक्षिण,dəkʂiɳ,2560,daksin,ADJ,True
लोकसभा,loksəb̤aː,2558,loksaba,PROPN,True
पेट्रोल,peʈrol,2556,petrol,NOUN,True
खिलाड़ी,kʰilaːɽiː,2555,kiladi,NOUN,True
वायरस,vaːjrəs,2555,vajras,X,True
प्रशासन,prəʃaːsən,2552,praʃasan,NOUN,True
एजेंसी,ed͡ʒensiː,2544,eʒensi,X,True
सात,saːt,2543,sat,NUM,True
जिला,d͡ʒilaː,2541,ʒila,NOUN,True
ऑस्ट्रेलिया,ऑsʈrelijaː,2537,ऑstrelija,PROPN,True
रोक,rok,2537,rok,NOUN,True
गलत,ɡələt,2529,galat,ADJ,True
लागू,laːɡuː,2528,lagu,X,True
छोड़,t͡ʃʰoɽ,2524,t͡ʃod,VERB,False
निर्माण,nirmaːɳ,2524,nirman,NOUN,True
सालों,saːlon,2519,salon,NOUN,False
सेल,sel,2515,sel,X,True
पत्र,pətrə,2507,patra,NOUN,True
साउथ,saːutʰ,2504,saut,NOUN,True
पैदा,pæːdaː,2498,paeda,NOUN,True
थाना,tʰaːnaː,2497,tana,NOUN,True
करियर,kərijər,2496,karijar,NOUN,True
देता,detaː,2495,deta,VERB,False
इंतजार,intd͡ʒaːr,2489,intʒar,NOUN,True
पुतिन,putin,2486,putin,PROPN,False
लेते,lete,2479,lete,VERB,False
महत्वपूर्ण,məɦtvəpuːrɳə,2475,mahtvapurna,X,True
शिवसेना,ʃivsenaː,2473,ʃivsena,PROPN,True
धर्म,d̤ərmə,2472,darma,NOUN,True
सप्ताह,səptaːɦ,2469,saptah,NOUN,True
स्मार्टफोन,smaːrʈəpʰon,2468,smartapon,NOUN,False
दूसरा,duːsraː,2459,dusra,NOUN,True
घोषित,ɡ̤oʂit,2456,g̤osit,NOUN,True
वैसे,væːse,2445,vaese,ADV,True
मिलकर,milkər,2440,milkar,ADV,True
रहता,rəɦtaː,2426,rahta,VERB,False
बढ़ा,bəɽ̥aː,2423,bad̥a,VERB,False
आखिर,aːkʰir,2415,akir,ADV,True
अभियान,ab̤ijaːn,2408,abijan,NOUN,True
लाभ,laːb̤,2406,lab,NOUN,True
व्यवस्था,vjəvstʰaː,2403,vjavsta,NOUN,True
जिन,d͡ʒin,2400,ʒin,PART,True
नेशनल,neʃnəl,2396,neʃnal,X,True
जमकर,d͡ʒəmkər,2395,ʒamkar,ADP,True
संग,səŋɡə,2391,sanga,ADP,True
ग्रुप,ɡrup,2384,grup,NOUN,True
दर,dər,2384,dar,NOUN,True
स्थानीय,stʰaːniːj,2376,stanij,ADJ,True
ऑनलाइन,ऑnəlaːin,2375,ऑnalain,ADV,True
हफ्ते,ɦəpʰte,2371,hapte,NOUN,False
मेरा,meraː,2369,mera,NOUN,False
विधायकों,vid̤aːjkon,2366,vidajkon,NOUN,False
बनाकर,bənaːkər,2360,banakar,X,False
याद,jaːd,2358,jad,VERB,True
फायदा,pʰaːjdaː,2357,pajda,NOUN,True
किलोमीटर,kilomiːʈər,2355,kilomitar,X,True
तीनों,tiːnon,2355,tinon,PART,True
लगाए,ləɡaːe,2352,lagae,X,False
इलाकों,ilaːkon,2341,ilakon,NOUN,False
बंगाल,bəŋɡaːl,2336,bangal,PROPN,True
ठाकरे,ʈʰaːkre,2331,takre,PROPN,False
इंडियन,inɖijən,2330,indijan,ADJ,False
सूत्रों,suːtron,2330,sutron,NOUN,False
बिजली,bid͡ʒliː,2328,biʒli,NOUN,True
रनों,rənon,2328,ranon,NOUN,False
जिसकी,d͡ʒiskiː,2322,ʒiski,PART,False
केजरीवाल,ked͡ʒriːvaːl,2319,keʒrival,PROPN,False
बदल,bədəl,2319,badal,VERB,False
एक्टर,ekʈər,2318,ektar,NOUN,False
दोस्त,dostə,2315,dosta,NOUN,True
पटेल,pəʈel,2314,patel,PROPN,True
मतलब,mətləb,2314,matlab,NOUN,True
मतदान,mətdaːn,2312,matdan,NOUN,True
इतिहास,itiɦaːs,2309,itihas,NOUN,True
इतनी,itniː,2308,itni,DET,False
राज,raːd͡ʒ,2304,raʒ,PROPN,True
सजा,səd͡ʒaː,2303,saʒa,NOUN,True
सलमान,səlmaːn,2299,salman,PROPN,False
उपलब्ध,upləbd̤ə,2298,uplabda,X,True
स्टार,sʈaːr,2292,star,NOUN,True
चरण,t͡ʃərəɳ,2291,t͡ʃaran,NOUN,True
खर्च,kʰərt͡ʃə,2287,kart͡ʃa,NOUN,True
ऑफर,ऑpʰər,2283,ऑpar,NOUN,True
गृह,ɡr̩ɦ,2282,grh,NOUN,True
समाजवादी,səmaːd͡ʒvaːdiː,2280,samaʒvadi,PROPN,True
गिरावट,ɡiraːvəʈ,2277,giravat,NOUN,True
द,də,2275,da,X,True
तभी,təb̤iː,2271,tabi,ADV,True
प्रभावित,prəb̤aːvit,2271,prabavit,PART,True
तीसरे,tiːsre,2266,tisre,NUM,False
स्थान,stʰaːn,2263,stan,NOUN,True
मार,maːr,2261,mar,VERB,True
फाइनल,pʰaːinəl,2260,painal,NOUN,True
रोल,rol,2257,rol,NOUN,True
करेगा,kəreɡaː,2253,karega,VERB,False
अचानक,at͡ʃaːnək,2252,at͡ʃanak,ADV,True
राम,raːm,2252,ram,PROPN,True
सड़क,səɽək,2249,sadak,NOUN,True
कराने,kəraːne,2248,karane,PART,False
चाहता,t͡ʃaːɦtaː,2248,t͡ʃahta,NOUN,False
रेट,reʈ,2247,ret,NOUN,True
डॉ,ɖɔ,2241,do,X,True
तमाम,təmaːm,2236,tamam,DET,True
वरिष्ठ,vəriʂʈʰə,2233,varista,NOUN,True
रहेंगे,rəɦeŋɡe,2231,rahenge,VERB,False
मार्केट,maːrkeʈ,2230,market,NOUN,True
हादसे,ɦaːdse,2230,hadse,NOUN,False
संकट,səŋkəʈ,2229,sankat,NOUN,True
मेडिकल,meɖikəl,2222,medikal,NOUN,True
विपक्ष,vipkʂə,2218,vipksa,PROPN,True
निवेश,niveʃ,2215,niveʃ,NOUN,True
परेशान,pəreʃaːn,2215,pareʃan,PART,True
संजय,səɲd͡ʒəj,2209,sanʒaj,PROPN,True
राहत,raːɦət,2207,rahat,NOUN,True
खाने,kʰaːne,2196,kane,PART,False
जिंदगी,d͡ʒindɡiː,2196,ʒindgi,NOUN,True
कर्नाटक,kərnaːʈək,2194,karnatak,PROPN,True
विभिन्न,vib̤innə,2188,vibinna,ADJ,True
संयुक्त,sənjuktə,2187,sanjukta,ADJ,True
प्रस्ताव,prəstaːv,2182,prastav,NOUN,True
सेवा,sevaː,2180,seva,NOUN,True
भेजा,b̤ed͡ʒaː,2177,beʒa,NOUN,True
लिये,lije,2166,lije,ADP,False
कॉलेज,kɔled͡ʒ,2165,koleʒ,NOUN,True
निशाना,niʃaːnaː,2165,niʃana,NOUN,True
शुभ,ʃub̤,2161,ʃub,ADJ,True
थाने,tʰaːne,2158,tane,VERB,True
अमित,amit,2157,amit,PROPN,True
खतरा,kʰətraː,2155,katra,NOUN,True
हिंसा,ɦinsaː,2155,hinsa,NOUN,True
मन,mən,2153,man,NOUN,True
हरियाणा,ɦərijaːɳaː,2153,harijana,PROPN,True
दौर,dɔːr,2151,dor,NOUN,True
कारोबार,kaːrobaːr,2149,karobar,NOUN,True
निर्देश,nirdeʃ,2147,nirdeʃ,NOUN,True
किसानों,kisaːnon,2146,kisanon,NOUN,False
पाकिस्तानी,paːkistaːniː,2141,pakistani,PROPN,True
सेल्सियस,selsijəs,2138,selsijas,X,True
उसमें,usmen,2137,usmen,NOUN,False
आपका,aːpkaː,2135,apka,PRON,False
देती,detiː,2135,deti,VERB,False
पश्चिम,pəʃt͡ʃim,2128,paʃt͡ʃim,NOUN,True
वजन,vəd͡ʒən,2126,vaʒan,NOUN,True
आसपास,aːspaːs,2122,aspas,X,True
खूब,kʰuːb,2117,kub,ADV,True
याचिका,jaːt͡ʃikaː,2116,jat͡ʃika,NOUN,True
संबंधित,səmbənd̤it,2113,sambandit,X,True
गहलोत,ɡəɦlot,2111,gahlot,NOUN,False
जिसका,d͡ʒiskaː,2102,ʒiska,PART,False
शिंदे,ʃinde,2099,ʃinde,PROPN,False
आउट,aːuʈ,2098,aut,PART,True
चाहती,t͡ʃaːɦtiː,2097,t͡ʃahti,NOUN,False
ईडी,iːɖiː,2089,idi,PROPN,True
खुलासा,kʰulaːsaː,2083,kulasa,NOUN,True
ब्रिटेन,briʈen,2082,briten,PROPN,True
सामान्य,saːmaːnjə,2075,samanja,ADJ,True
सलाह,səlaːɦ,2074,salah,NOUN,True
सिस्टम,sisʈəm,2072,sistam,NOUN,False
महंगाई,məɦəŋɡaːiː,2063,mahangai,NOUN,True
पूछा,puːt͡ʃʰaː,2062,put͡ʃa,PART,False
बनाई,bənaːiː,2058,banai,X,False
जंग,d͡ʒəŋɡə,2053,ʒanga,NOUN,True
मान,maːn,2053,man,NOUN,True
लुक,luk,2050,luk,NOUN,True
तुरंत,turəntə,2047,turanta,ADV,True
स्टेशन,sʈeʃən,2047,steʃan,NOUN,True
भूमिका,b̤uːmikaː,2045,bumika,NOUN,True
कल,kəl,2044,kal,ADV,True
ऑफिस,ऑpʰis,2040,ऑpis,NOUN,True
ट्रेन,ʈren,2037,tren,NOUN,True
तुलना,tulnaː,2037,tulna,NOUN,True
अच्छे,at͡ʃt͡ʃʰe,2035,at͡ʃt͡ʃe,ADJ,False
प्रसाद,prəsaːd,2033,prasad,NOUN,True
उत्तराखंड,uttəraːkʰənɖə,2032,uttarakanda,PROPN,True
सी,siː,2029,si,X,True
जन्म,d͡ʒənmə,2016,ʒanma,NOUN,True
माध्यम,maːd̤jəm,2016,madjam,NOUN,True
संसद,sənsəd,2016,sansad,PROPN,True
डेटा,ɖeʈaː,2014,deta,NOUN,True
दौरे,dɔːre,2009,dore,NOUN,False
रखी,rəkʰiː,2007,raki,NOUN,False
अधिकतम,ad̤iktəm,2006,adiktam,ADJ,True
जिन्हें,d͡ʒinɦen,2005,ʒinhen,PRON,False
करनी,kərniː,2003,karni,NOUN,True
किसान,kisaːn,2000,kisan,NOUN,True
हथियार,ɦətʰijaːr,1998,hatijar,NOUN,True
मौजूदा,mɔːd͡ʒuːdaː,1997,moʒuda,ADJ,True
सिद्धू,sidd̤uː,1992,siddu,PROPN,False
फिल्मों,pʰilmon,1991,pilmon,NOUN,False
वापसी,vaːpsiː,1991,vapsi,PART,True
तलाश,təlaːʃ,1990,talaʃ,NOUN,True
जमा,d͡ʒəmaː,1989,ʒama,PART,True
संपर्क,səmprkə,1988,samprka,X,True
सपोर्ट,səporʈə,1987,saporta,X,False
नोटिस,noʈis,1982,notis,NOUN,True
सारे,saːre,1982,sare,X,False
जैसा,d͡ʒæːsaː,1978,ʒaesa,ADP,True
कही,kəɦiː,1974,kahi,ADV,False
मुकाबला,mukaːblaː,1972,mukabla,NOUN,True
गईं,ɡəin,1971,gain,VERB,False
लगाई,ləɡaːiː,1965,lagai,VERB,True
सीटें,siːʈen,1965,siten,NOUN,False
हालात,ɦaːlaːt,1965,halat,NOUN,False
दोपहर,dopɦər,1964,dophar,NOUN,True
लाइफ,laːipʰ,1964,laip,NOUN,False
विमान,vimaːn,1964,viman,NOUN,True
यूजर,juːd͡ʒər,1961,juʒar,NOUN,True
बरामद,bəraːməd,1957,baramad,NOUN,True
सफल,səpʰəl,1953,sapal,ADJ,True
छोटे,t͡ʃʰoʈe,1944,t͡ʃote,ADJ,False
आपने,aːpne,1936,apne,PRON,False
आठ,aːʈʰ,1935,at,NUM,True
पार,paːr,1934,par,X,True
पंत,pəntə,1932,panta,PROPN,False
चली,t͡ʃəliː,1931,t͡ʃali,PART,False
भाग,b̤aːɡ,1931,bag,NOUN,True
भेज,b̤ed͡ʒ,1929,beʒ,X,False
बढ़ाने,bəɽ̥aːne,1927,bad̥ane,PART,False
नोएडा,noeɖaː,1925,noeda,PROPN,True
गोवा,ɡovaː,1919,gova,PROPN,True
रख,rəkʰ,1918,rak,NOUN,False
मिसाइल,misaːil,1917,misail,NOUN,True
अंतरराष्ट्रीय,ntərraːʂʈriːj,1913,ntarrastrij,ADJ,True
गठबंधन,ɡəʈʰbənd̤ən,1910,gatbandan,NOUN,True
बिग,biɡ,1910,big,PROPN,False
सुरक्षित,surkʂit,1909,surksit,ADJ,True
इंसान,insaːn,1906,insan,NOUN,True
सर्विस,sərvis,1906,sarvis,NOUN,True
स्कोर,skor,1906,skor,NOUN,True
अपील,apiːl,1905,apil,NOUN,True
इनके,inke,1903,inke,PRON,False
बढ़ने,bəɽ̥əne,1902,bad̥ane,VERB,False
हालत,ɦaːlət,1901,halat,NOUN,True
चेक,t͡ʃek,1897,t͡ʃek,NOUN,True
धमकी,d̤əmkiː,1896,damki,NOUN,True
मुद्दे,mudde,1895,mudde,NOUN,False
गाड़ी,ɡaːɽiː,1894,gadi,NOUN,True
वैक्सीन,væːksiːn,1893,vaeksin,NOUN,True
खड़े,kʰəɽe,1891,kade,VERB,False
महसूस,məɦsuːs,1891,mahsus,VERB,True
भविष्य,b̤əviʂjə,1890,bavisja,NOUN,True
पहुंचा,pəɦuɲt͡ʃaː,1888,pahunt͡ʃa,VERB,False
लें,len,1888,len,VERB,False
सियासी,sijaːsiː,1883,sijasi,X,True
एंड,enɖə,1882,enda,X,True
तैनात,tæːnaːt,1880,taenat,NOUN,True
कर्मचारियों,kərmət͡ʃaːrijon,1876,karmat͡ʃarijon,NOUN,False
